bluetooth,color,cpu,front_cam,gpu,link,name,os,pin,port,price,ram,rear_cam,resolution,rom,screensize,screentech,sim,size,status,tech,weight,wifi
"5.0, A2DP, LE",,Apple A12 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-xs-max-512gb-quoc-te-likenew,iPhone XS Max 512GB Quốc Tế (Likenew),,,,"13,980,000 VNĐ",4 GB,,1242 x 2688 pixels,512GB,"6.5""",,,,,,,
,,,,,https://www.xtsmart.vn/iphone-x-256gb-quoc-te-97-,IPHONE X 256GB QUỐC TẾ 97%,,,,"8,480,000 VNĐ",,,,,,,,,,,,
,,,,,https://www.xtsmart.vn/iphone-xs-max-256gb-quoc-te-cu-97,iPhone Xs Max 256GB Quốc Tế (Cũ 97%),,,,"12,680,000 VNĐ",,,,,,,,,,,,
,,,,,https://www.xtsmart.vn/iphone-xs-256gb-quoc-te-cu-97,iPhone Xs 256GB Quốc Tế (Cũ 97%),,,,"9,780,000 VNĐ",,,,,,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-512gb-vna,iPhone 12 Pro Max 512GB Chính hãng (VN/A),,,,"38,100,000 VNĐ",6GB,,2.778 x 1.284 pixel,512GB,6.7 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-256gb-vna,iPhone 12 Pro Max 256GB Chính hãng (VN/A),,,,"32,600,000 VNĐ",6GB,,2.778 x 1.284 pixel,256GB,6.7 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-128gb-chinh-hang-vn/a,iPhone 12 Pro Max 128GB Chính hãng (VN/A),,,,"29,900,000 VNĐ",6GB,,2.778 x 1.284 pixel,128GB,6.7 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-256gb-vna,iPhone 12 Pro 256GB Chính hãng (VN/A),,,,"29,400,000 VNĐ",,,1170 x 2532 pixels,256GB,6.1 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-128gb-vn,iPhone 12 Pro 128GB Chính hãng (VN/A),,,,"27,400,000 VNĐ",,,1170 x 2532 pixels,128GB,6.1 inch,,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-128gb-vna,iPhone 12 128GB Chính hãng (VN/A),,,,"22,300,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),128GB,6.1 inch,,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-64gb-vna,iPhone 12 64GB Chính hãng (VN/A),,,,"20,500,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),64GB,6.1 inch,,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-mini-256gb-vna,iPhone 12 mini 256GB Chính hãng (VN/A),,,,"21,300,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),256GB,"5.4""",,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-mini-64gb-vna-1610190366,iPhone 12 mini 128GB Chính hãng (VN/A),,,,"20,500,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),128GB,"5.4""",,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-mini-64gb-vna,iPhone 12 mini 64GB Chính hãng (VN/A),,,,"17,400,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),64GB,"5.4""",,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-64gb-likenew,iPhone 12 64GB (Likenew),,,,"17,300,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),64GB,6.1 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-128gb-likenew,iPhone 12 Pro 128GB (Likenew),,,,"24,100,000 VNĐ",,,1170 x 2532 pixels,128GB,6.1 inch,,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-256gb-likenew,iPhone 12 256GB (Likenew),,,,"17,300,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),256GB,6.1 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-256gb-likenew,iPhone 12 Pro 256GB (Likenew),,,,"25,000,000 VNĐ",,,1170 x 2532 pixels,256GB,6.1 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-512gb-likewnew,iPhone 12 Pro 512GB (Likewnew),,,,"26,900,000 VNĐ",,,1170 x 2532 pixels,512GB,6.1 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-128gb-likenew,iPhone 12 Pro Max 128GB (Likenew),,,,"27,100,000 VNĐ",6GB,,2.778 x 1.284 pixel,128GB,6.7 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-256gb-likenew,iPhone 12 Pro Max 256GB (Likenew),,,,"28,500,000 VNĐ",6GB,,2.778 x 1.284 pixel,256GB,6.7 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-512gb-likenew,iPhone 12 Pro Max 512GB (Likenew),,,,"30,800,000 VNĐ",6GB,,2.778 x 1.284 pixel,512GB,6.7 inch,,,,,,,
"5.0, A2DP, LE",,Apple A12 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-xs-64gb-97-quoc-te-likenew,iPhone XS 64GB 97% Quốc Tế (Likenew),,,,"8,280,000 VNĐ",4 GB,,1125 x 2436 pixels,64GB,"5.8""",,,,,,,
,,,,,https://www.xtsmart.vn/iphone-se-2020-256gb-quoc-te,iPhone SE 2020 256GB Quốc Tế,,,,"12,880,000 VNĐ",,,,,,,,,,,,
,,,,,https://www.xtsmart.vn/iphone-se-2020-128gb-quoc-te,iPhone SE 2020 128GB Quốc Tế,,,,"11,080,000 VNĐ",,,,,,,,,,,,
,,,,,https://www.xtsmart.vn/iphone-se-2020-64gb-quoc-te,iPhone SE 2020 64GB Quốc Tế,,,,"9,980,000 VNĐ",,,,,,,,,,,,
"5.0, A2DP, LE, EDR",,Apple A11 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-8-plus-64gb-quoc-te-97,iPhone 8 Plus 64GB Quốc Tế (97%),,,,"6,380,000 VNĐ",2GB,,Full HD (1080 x 1920 pixels),64GB,"5.5""",,,,,,,
"5.0, A2DP, LE",,Apple A12 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-xs-max-64gb-quoc-te-likenew-97,iPhone XS Max 64GB Quốc Tế (Likenew) (97%),,,,"11,080,000 VNĐ",4 GB,,1242 x 2688 pixels,64GB,"6.5""",,,,,,,
"5.0, A2DP, LE",,Apple A13 Bionic (7 nm+),,,https://www.xtsmart.vn/iphone-11-64gb-quoc-te-likenew,iPhone 11 64GB Quốc Tế (Likenew),,,,"12,780,000 VNĐ",4 GB,,1792 x 828 Pixels,64GB,"6.1""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A11 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-x-64gb-quoc-te-97,iPhone X 64GB Quốc Tế (97%),,,,"7,380,000 VNĐ",3GB,,1125 x 2436 Pixels,64 GB,"5.8""",,,,,,,
,,,,,https://www.xtsmart.vn/iphone-11-pro-max-256gb-quoc-te,iPhone 11 Pro Max 256GB Quốc Tế,,,,"26,980,000 VNĐ",,,,,,,,,,,,
"5.0, A2DP, LE",,Apple A13 Bionic (7 nm+),,,https://www.xtsmart.vn/iphone-11-128gb-quoc-te,iPhone 11 128GB Quốc Tế,,,,"17,750,000 VNĐ",4 GB,,1792 x 828 Pixels,128 GB,"6.1""",,,,,,,
"5.0, A2DP, LE",,Apple A13 Bionic (7 nm+),,,https://www.xtsmart.vn/iphone-11-64gb-quoc-te,iPhone 11 64GB Quốc Tế,,,,"16,300,000 VNĐ",4 GB,,1792 x 828 Pixels,64GB,"6.1""",,,,,,,
"A2DP, LE, V4.2",,Apple A9 2 nhân 64-bit,,,https://www.xtsmart.vn/iphone-6s-plus-32gb-quoc-te-likenew,iPhone 6s Plus 32GB Quốc Tế (Likenew),,,,"3,980,000 VNĐ",2 GB,,Full HD (1080 x 1920 pixels),32 GB,"5.5""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A10 Fusion 4 nhân 64-bit,,,https://www.xtsmart.vn/iphone-7-128gb-quoc-te-likenew,iPhone 7 128GB Quốc Tế (Likenew),,,,"4,380,000 VNĐ",3GB,,HD (1334 x 750 Pixels),128GB,"4.7""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A12 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-xr-64gb-quoc-te-likenew,iPhone XR 64GB Quốc Tế (Likenew),,,,"8,480,000 VNĐ",3 GB,,828 x 1792 Pixels,64 GB,"6.1""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A11 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-8-256gb-quoc-te-likenew,iPhone 8 256GB Quốc Tế (Likenew),,,,"6,180,000 VNĐ",2GB,,HD (1334 x 750 Pixels),256GB,"4.7""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A11 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-8-64gb-quoc-te-likenew,iPhone 8 64GB Quốc Tế (Likenew),,,,"4,580,000 VNĐ",2GB,,HD (1334 x 750 Pixels),64GB,"4.7""",,,,,,,
"A2DP, LE, V4.2",,Apple A9 2 nhân 64-bit,,,https://www.xtsmart.vn/iphone-6s-plus-16gb-quoc-te-likenew-,iPhone 6s Plus 16GB Quốc Tế (Likenew),,,,"3,580,000 VNĐ",2 GB,,Full HD (1080 x 1920 pixels),16 GB,"5.5""",,,,,,,
"5.0, A2DP, LE",,Apple A13 Bionic (7 nm+),,,https://www.xtsmart.vn/iphone-11-pro-max-64gb-quoc-te,iPhone 11 Pro Max 64GB Quốc Tế,,,,"25,580,000 VNĐ",4 GB,,1242 x 2688 Pixels,256GB,"6.5""",,,,,,,
"5.0, A2DP, LE",,Apple A12 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-xs-max-512gb-quoc-te-likenew,iPhone XS Max 512GB Quốc Tế (Likenew),,,,"13,980,000 VNĐ",4 GB,,1242 x 2688 pixels,512GB,"6.5""",,,,,,,
,,,,,https://www.xtsmart.vn/iphone-x-256gb-quoc-te-97-,IPHONE X 256GB QUỐC TẾ 97%,,,,"8,480,000 VNĐ",,,,,,,,,,,,
,,,,,https://www.xtsmart.vn/iphone-xs-max-256gb-quoc-te-cu-97,iPhone Xs Max 256GB Quốc Tế (Cũ 97%),,,,"12,680,000 VNĐ",,,,,,,,,,,,
,,,,,https://www.xtsmart.vn/iphone-xs-256gb-quoc-te-cu-97,iPhone Xs 256GB Quốc Tế (Cũ 97%),,,,"9,780,000 VNĐ",,,,,,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-512gb-vna,iPhone 12 Pro Max 512GB Chính hãng (VN/A),,,,"38,100,000 VNĐ",6GB,,2.778 x 1.284 pixel,512GB,6.7 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-256gb-vna,iPhone 12 Pro Max 256GB Chính hãng (VN/A),,,,"32,600,000 VNĐ",6GB,,2.778 x 1.284 pixel,256GB,6.7 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-128gb-chinh-hang-vn/a,iPhone 12 Pro Max 128GB Chính hãng (VN/A),,,,"29,900,000 VNĐ",6GB,,2.778 x 1.284 pixel,128GB,6.7 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-256gb-vna,iPhone 12 Pro 256GB Chính hãng (VN/A),,,,"29,400,000 VNĐ",,,1170 x 2532 pixels,256GB,6.1 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-128gb-vn,iPhone 12 Pro 128GB Chính hãng (VN/A),,,,"27,400,000 VNĐ",,,1170 x 2532 pixels,128GB,6.1 inch,,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-128gb-vna,iPhone 12 128GB Chính hãng (VN/A),,,,"22,300,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),128GB,6.1 inch,,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-64gb-vna,iPhone 12 64GB Chính hãng (VN/A),,,,"20,500,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),64GB,6.1 inch,,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-mini-256gb-vna,iPhone 12 mini 256GB Chính hãng (VN/A),,,,"21,300,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),256GB,"5.4""",,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-mini-64gb-vna-1610190366,iPhone 12 mini 128GB Chính hãng (VN/A),,,,"20,500,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),128GB,"5.4""",,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-mini-64gb-vna,iPhone 12 mini 64GB Chính hãng (VN/A),,,,"17,400,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),64GB,"5.4""",,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-64gb-likenew,iPhone 12 64GB (Likenew),,,,"17,300,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),64GB,6.1 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-128gb-likenew,iPhone 12 Pro 128GB (Likenew),,,,"24,100,000 VNĐ",,,1170 x 2532 pixels,128GB,6.1 inch,,,,,,,
Bluetooth 5.0,,Apple A14 Bionic,,,https://www.xtsmart.vn/iphone-12-256gb-likenew,iPhone 12 256GB (Likenew),,,,"17,300,000 VNĐ",Đang cập nhật,,2340 x 1080 pixels (476ppi),256GB,6.1 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-256gb-likenew,iPhone 12 Pro 256GB (Likenew),,,,"25,000,000 VNĐ",,,1170 x 2532 pixels,256GB,6.1 inch,,,,,,,
"5.0, A2DP, LE",,A14 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-12-pro-512gb-likewnew,iPhone 12 Pro 512GB (Likewnew),,,,"26,900,000 VNĐ",,,1170 x 2532 pixels,512GB,6.1 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-128gb-likenew,iPhone 12 Pro Max 128GB (Likenew),,,,"27,100,000 VNĐ",6GB,,2.778 x 1.284 pixel,128GB,6.7 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-256gb-likenew,iPhone 12 Pro Max 256GB (Likenew),,,,"28,500,000 VNĐ",6GB,,2.778 x 1.284 pixel,256GB,6.7 inch,,,,,,,
5.0,,Apple A14 Bionic 6 nhân (5nm),,,https://www.xtsmart.vn/iphone-12-pro-max-512gb-likenew,iPhone 12 Pro Max 512GB (Likenew),,,,"30,800,000 VNĐ",6GB,,2.778 x 1.284 pixel,512GB,6.7 inch,,,,,,,
"5.0, A2DP, LE",,Apple A12 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-xs-64gb-97-quoc-te-likenew,iPhone XS 64GB 97% Quốc Tế (Likenew),,,,"8,280,000 VNĐ",4 GB,,1125 x 2436 pixels,64GB,"5.8""",,,,,,,
,,,,,https://www.xtsmart.vn/iphone-se-2020-256gb-quoc-te,iPhone SE 2020 256GB Quốc Tế,,,,"12,880,000 VNĐ",,,,,,,,,,,,
,,,,,https://www.xtsmart.vn/iphone-se-2020-128gb-quoc-te,iPhone SE 2020 128GB Quốc Tế,,,,"11,080,000 VNĐ",,,,,,,,,,,,
,,,,,https://www.xtsmart.vn/iphone-se-2020-64gb-quoc-te,iPhone SE 2020 64GB Quốc Tế,,,,"9,980,000 VNĐ",,,,,,,,,,,,
"5.0, A2DP, LE, EDR",,Apple A11 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-8-plus-64gb-quoc-te-97,iPhone 8 Plus 64GB Quốc Tế (97%),,,,"6,380,000 VNĐ",2GB,,Full HD (1080 x 1920 pixels),64GB,"5.5""",,,,,,,
"5.0, A2DP, LE",,Apple A12 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-xs-max-64gb-quoc-te-likenew-97,iPhone XS Max 64GB Quốc Tế (Likenew) (97%),,,,"11,080,000 VNĐ",4 GB,,1242 x 2688 pixels,64GB,"6.5""",,,,,,,
"5.0, A2DP, LE",,Apple A13 Bionic (7 nm+),,,https://www.xtsmart.vn/iphone-11-64gb-quoc-te-likenew,iPhone 11 64GB Quốc Tế (Likenew),,,,"12,780,000 VNĐ",4 GB,,1792 x 828 Pixels,64GB,"6.1""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A11 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-x-64gb-quoc-te-97,iPhone X 64GB Quốc Tế (97%),,,,"7,380,000 VNĐ",3GB,,1125 x 2436 Pixels,64 GB,"5.8""",,,,,,,
,,,,,https://www.xtsmart.vn/iphone-11-pro-max-256gb-quoc-te,iPhone 11 Pro Max 256GB Quốc Tế,,,,"26,980,000 VNĐ",,,,,,,,,,,,
"5.0, A2DP, LE",,Apple A13 Bionic (7 nm+),,,https://www.xtsmart.vn/iphone-11-128gb-quoc-te,iPhone 11 128GB Quốc Tế,,,,"17,750,000 VNĐ",4 GB,,1792 x 828 Pixels,128 GB,"6.1""",,,,,,,
"5.0, A2DP, LE",,Apple A13 Bionic (7 nm+),,,https://www.xtsmart.vn/iphone-11-64gb-quoc-te,iPhone 11 64GB Quốc Tế,,,,"16,300,000 VNĐ",4 GB,,1792 x 828 Pixels,64GB,"6.1""",,,,,,,
"A2DP, LE, V4.2",,Apple A9 2 nhân 64-bit,,,https://www.xtsmart.vn/iphone-6s-plus-32gb-quoc-te-likenew,iPhone 6s Plus 32GB Quốc Tế (Likenew),,,,"3,980,000 VNĐ",2 GB,,Full HD (1080 x 1920 pixels),32 GB,"5.5""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A10 Fusion 4 nhân 64-bit,,,https://www.xtsmart.vn/iphone-7-128gb-quoc-te-likenew,iPhone 7 128GB Quốc Tế (Likenew),,,,"4,380,000 VNĐ",3GB,,HD (1334 x 750 Pixels),128GB,"4.7""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A12 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-xr-64gb-quoc-te-likenew,iPhone XR 64GB Quốc Tế (Likenew),,,,"8,480,000 VNĐ",3 GB,,828 x 1792 Pixels,64 GB,"6.1""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A11 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-8-256gb-quoc-te-likenew,iPhone 8 256GB Quốc Tế (Likenew),,,,"6,180,000 VNĐ",2GB,,HD (1334 x 750 Pixels),256GB,"4.7""",,,,,,,
"5.0, A2DP, LE, EDR",,Apple A11 Bionic 6 nhân,,,https://www.xtsmart.vn/iphone-8-64gb-quoc-te-likenew,iPhone 8 64GB Quốc Tế (Likenew),,,,"4,580,000 VNĐ",2GB,,HD (1334 x 750 Pixels),64GB,"4.7""",,,,,,,
"A2DP, LE, V4.2",,Apple A9 2 nhân 64-bit,,,https://www.xtsmart.vn/iphone-6s-plus-16gb-quoc-te-likenew-,iPhone 6s Plus 16GB Quốc Tế (Likenew),,,,"3,580,000 VNĐ",2 GB,,Full HD (1080 x 1920 pixels),16 GB,"5.5""",,,,,,,
